"","open_water","developed_open_space","developed_low_intensity","developed_medium_inensity","developed_high_intensity","barren_land","deciduous_forest","evergreen_forest","mixed_forest","shrub_scrub","grassland_herbaceous","pasture_hay","cultivated_crops","woody_wetlands","emergent_herbaceous_wetlands"
"EM1_C0003",0,56700,3600,0,0,0,16200,487800,48600,0,0,11700,0,19800,900
"EM1_C0004",6300,0,0,0,0,0,549900,45000,33300,0,900,0,0,16200,0
"EM1_C0005",5400,22500,0,0,0,0,107100,406800,4500,10800,5400,1800,0,81900,4500
"EM1_C0006",0,31500,0,1800,0,0,49500,315900,62100,0,5400,45000,126900,9900,900
"EM1_C0007",5400,0,0,0,0,0,301500,221400,12600,10800,0,0,0,94500,4500
"EM1_C0008",11700,0,0,0,0,0,534600,0,0,0,2700,900,0,90900,10800
"EM1_C0009",3600,1800,0,0,0,0,553500,26100,33300,6300,0,1800,0,22500,900
"EM1_C0010",0,49500,900,0,0,0,149400,400500,9900,14400,0,0,0,24300,0
"EM1_C0011",0,0,0,0,0,0,555300,4500,0,8100,3600,0,0,75600,900
"EM1_C0012",0,0,0,0,0,0,251100,279000,88200,0,7200,0,0,25200,0
"EM1_C0013",900,37800,0,0,0,0,526500,0,16200,0,0,0,0,70200,0
"EM1_C0014",0,0,0,0,0,0,112500,293400,69300,12600,0,0,0,163800,0
"EM1_C0015",0,0,0,0,0,0,191700,449100,5400,0,0,0,0,7200,0
"EM1_C0016",0,0,0,0,0,0,548100,15300,0,8100,1800,5400,0,52200,15300
"EM1_C0017",0,38700,900,0,0,0,300600,163800,20700,0,0,9000,0,115200,4500
"EM1_C0018",0,25200,0,0,0,0,510300,34200,48600,0,0,0,0,27900,900
"EM1_C0019",0,27900,10800,900,0,0,60300,386100,27000,42300,3600,0,0,93600,0
"EM1_C0020",0,11700,0,0,0,0,68400,400500,23400,0,8100,0,0,139500,0
"EM1_C0021",27000,0,0,0,0,0,573300,0,0,2700,0,15300,0,30600,1800
"EM1_C0022",0,41400,13500,0,0,0,259200,169200,23400,4500,0,0,0,135900,0
"EM1_C0023",0,0,0,0,0,0,340200,203400,85500,2700,8100,0,0,10800,0
"EM1_C0024",0,0,0,0,0,0,154800,282600,135000,12600,0,0,0,61200,0
"EM1_C0025",11700,0,0,0,0,0,605700,2700,31500,0,900,0,0,0,0
"EM1_C0026",0,0,0,0,0,0,526500,39600,54900,5400,0,0,0,23400,0
"EM1_C0027",0,0,0,0,0,0,200700,359100,29700,6300,0,4500,0,42300,8100
"EM1_C0028",0,29700,2700,0,0,0,305100,201600,80100,2700,15300,10800,0,0,0
"EM1_C0029",900,3600,0,0,0,0,336600,128700,900,20700,1800,5400,0,120600,28800
"EM1_C0030",5400,0,0,0,0,0,189900,251100,4500,129600,2700,55800,0,9000,0
"EM1_C0031",0,0,0,0,0,0,253800,272700,36000,0,16200,5400,0,64800,0
"EM1_C0032",0,900,0,0,0,0,477900,80100,72900,0,0,14400,0,1800,0
"EM1_C0033",20700,0,0,0,0,0,588600,0,2700,1800,4500,1800,0,30600,900
"EM1_C0034",0,21600,2700,0,0,0,144000,398700,25200,17100,0,0,38700,0,0
"EM1_C0035",900,28800,0,0,0,0,461700,22500,53100,0,0,0,0,63000,18000
"EM1_C0036",0,30600,0,0,0,0,82800,457200,28800,11700,9900,1800,0,28800,0
"EM1_C0037",0,27000,0,0,0,0,539100,23400,50400,0,0,0,0,9900,0
"EM1_C0038",4500,29700,0,0,0,0,510300,54000,18000,1800,0,0,0,27900,3600
"EM1_C0039",0,31500,900,0,0,0,296100,174600,99000,0,43200,900,0,7200,0
"EM1_C0040",0,0,0,0,0,0,610200,22500,17100,0,0,0,0,0,0
"EM1_C0041",0,1800,0,0,0,0,541800,35100,72000,0,0,0,0,0,0
"EM1_C0042",0,48600,17100,4500,0,0,6300,468900,9000,30600,5400,1800,0,55800,0
"EM1_C0043",1800,32400,0,0,0,0,274500,296100,10800,2700,12600,0,0,18900,0
"EM1_C0044",0,25200,0,1800,0,0,106200,471600,43200,0,0,4500,0,0,0
"EM1_C0045",1800,24300,900,0,0,0,434700,91800,18000,43200,0,16200,0,16200,1800
"EM1_C0046",14400,0,0,0,0,0,360900,182700,8100,25200,900,13500,0,43200,1800
"EM1_C0047",0,0,0,0,0,0,645300,0,2700,0,0,0,0,0,0
"EM1_C0048",12600,0,0,0,0,0,498600,19800,0,14400,2700,6300,0,61200,36900
"EM1_C0049",0,0,0,0,0,0,369900,79200,10800,11700,0,9900,0,135900,33300
"EM1_C0050",900,28800,900,900,0,0,582300,900,22500,0,0,0,0,16200,0
"EM1_C0051",0,1800,0,0,0,0,137700,273600,117900,10800,0,0,0,110700,0
"EM1_C0052",0,15300,0,0,0,0,585900,5400,41400,0,0,0,0,0,0
"EM1_C0053",4500,0,0,0,0,0,187200,434700,14400,0,0,0,0,5400,900
"EM1_C0054",0,27000,13500,2700,0,0,378000,152100,51300,0,0,0,0,27000,0
"EM1_C0055",0,44100,2700,0,0,0,153000,379800,15300,26100,0,0,0,27000,0
"EM1_C0056",0,2700,0,0,0,0,342900,0,1800,15300,0,107100,0,162900,18000
"EM1_C0057",0,0,0,0,0,0,537300,5400,0,0,0,12600,0,95400,2700
"EM1_C0058",0,11700,2700,0,0,0,436500,93600,28800,0,0,0,0,77400,0
"EM1_C0059",15300,0,0,0,0,0,545400,1800,0,2700,2700,28800,0,53100,2700
"EM1_C0060",7200,22500,0,0,0,0,414900,143100,12600,4500,8100,0,0,32400,7200
"EM1_C0061",0,16200,7200,0,0,0,294300,192600,91800,0,0,0,0,51300,0
"EM1_C0062",900,37800,0,0,0,0,526500,0,16200,0,0,0,0,70200,0
"EM1_C0063",0,0,0,0,0,0,573300,34200,36000,0,0,0,0,8100,0
"EM1_C0064",8100,900,0,0,0,0,386100,117000,77400,4500,0,0,0,52200,6300
"EM1_C0065",0,24300,9000,900,0,0,397800,122400,68400,0,0,0,0,24300,0
"EM1_C0066",0,7200,0,0,0,0,127800,377100,68400,0,5400,1800,0,55800,2700
"EM1_C0067",0,0,0,0,0,0,191700,449100,5400,0,0,0,0,7200,0
"EM1_C0068",3600,0,0,0,0,0,159300,320400,7200,89100,6300,0,0,46800,21600
"EM1_C0069",0,0,0,0,0,0,189900,449100,5400,0,0,0,0,7200,0
"EM1_C0070",0,0,0,0,0,0,526500,9900,0,8100,10800,0,0,88200,3600
"EM1_C0071",0,0,0,0,0,0,460800,8100,0,13500,7200,7200,0,123300,26100
"EM1_C0072",0,29700,900,0,0,0,362700,101700,9000,0,0,0,0,140400,4500
"EM1_C0073",0,0,0,0,0,0,464400,133200,5400,14400,2700,22500,0,5400,1800
"EM1_C0074",4500,0,0,0,0,0,590400,0,23400,4500,0,0,0,23400,1800
"EM1_C0075",900,0,0,0,0,0,185400,60300,42300,0,0,0,0,362700,0
"EM1_C0076",14400,0,0,0,0,0,495000,1800,0,900,3600,52200,0,79200,5400
"EM1_C0077",0,24300,0,0,0,0,397800,201600,12600,4500,0,0,0,6300,0
"EM1_C0078",1800,30600,0,0,0,0,200700,307800,26100,0,900,0,0,79200,2700
"EM1_C0079",0,34200,3600,0,0,0,133200,339300,18000,41400,0,0,0,79200,0
"EM1_C0080",3600,14400,0,0,0,0,289800,261900,11700,0,2700,0,0,63000,3600
"EM1_C0081",0,0,0,0,0,0,542700,0,0,9000,7200,23400,0,36000,27900
"EM1_C0082",23400,0,0,0,0,0,561600,11700,39600,4500,2700,0,0,6300,0
"EM1_C0083",21600,0,0,0,0,0,589500,0,3600,4500,4500,3600,0,25200,900
"EM1_C0084",0,22500,0,0,0,0,456300,61200,59400,0,0,0,0,49500,900
"EM1_C0085",0,28800,1800,0,0,0,392400,97200,52200,1800,1800,0,0,73800,0
"EM1_C0086",0,0,0,0,0,0,290700,266400,72900,1800,9000,0,0,7200,0
"EM1_C0087",0,0,0,900,0,0,288900,81000,100800,0,0,74700,0,99000,2700
"EM1_C0088",0,33300,4500,0,0,0,183600,114300,36900,27000,0,20700,21600,202500,5400
"EM1_C0089",0,27000,16200,2700,900,8100,305100,203400,47700,0,0,0,0,39600,0
"EM1_C0090",1800,47700,900,0,0,0,389700,74700,25200,0,0,0,0,106200,4500
"EM1_C0091",0,11700,0,0,0,0,166500,376200,72900,22500,0,0,0,0,0
"EM1_C0092",2700,21600,0,0,0,0,171000,299700,12600,12600,900,1800,0,120600,1800
"EM1_C0093",0,33300,0,0,0,0,339300,250200,21600,0,0,0,0,4500,0
"EM1_C0094",5400,0,0,0,0,0,527400,9000,2700,8100,0,10800,0,63900,26100
"EM1_C0095",0,0,0,0,0,0,189000,182700,39600,10800,0,0,9900,216900,0
"EM1_C0096",0,0,0,0,0,0,430200,78300,30600,3600,0,0,0,108900,0
"EM1_C0097",0,0,0,0,0,0,421200,59400,38700,0,0,0,0,128700,0
"EM1_C0098",37800,0,0,0,0,0,506700,65700,18900,0,0,0,0,18000,1800
"EM1_C0099",27900,0,0,0,0,0,595800,1800,7200,1800,2700,0,0,14400,1800
"EM1_C0100",51300,24300,0,0,0,0,288000,98100,35100,11700,0,0,0,144000,0
"EM1_C0101",34200,1800,0,0,0,0,488700,88200,25200,0,0,0,0,8100,900
"EM1_C0102",14400,0,0,0,0,0,531000,18900,40500,0,1800,0,0,42300,1800
"EM1_C0103",0,27000,0,0,0,0,350100,12600,12600,0,0,0,0,249300,900
"EM1_C0104",13500,30600,0,0,0,0,362700,135000,16200,17100,900,0,0,72900,1800
"EM1_C0105",0,31500,0,0,0,0,513900,9900,20700,44100,0,0,0,30600,0
"EM1_C0106",0,18900,0,0,0,0,422100,20700,23400,0,0,0,0,164700,900
"EM1_C0107",9900,81000,18000,2700,900,0,9000,200700,27000,900,0,41400,0,259200,900
"EM1_C0108",1800,0,0,0,0,0,29700,303300,18900,0,2700,0,0,294300,900
"EM1_C0109",63900,42300,7200,0,0,0,298800,9900,15300,2700,900,182700,0,27900,0
"EM1_C0110",900,2700,0,0,0,0,569700,22500,38700,0,0,0,0,12600,0
"EM1_C0111",0,30600,0,0,0,0,596700,0,0,17100,0,0,0,5400,0
"EM1_C0112",900,62100,0,0,0,0,436500,108000,0,0,0,0,0,43200,0
"EM1_C0113",81900,0,0,0,0,0,369000,25200,27900,0,900,81000,0,61200,900
"EM1_C0114",900,0,0,0,0,0,623700,13500,8100,0,0,0,0,4500,0
"EM1_C0115",0,18000,0,0,0,0,596700,900,0,13500,0,0,0,18900,0
"EM1_C0116",0,0,0,0,0,0,513900,19800,32400,0,0,0,0,85500,0
"EM1_C0117",0,35100,0,0,0,0,599400,5400,7200,0,0,0,0,4500,0
"EM1_C0118",39600,0,0,0,0,0,575100,1800,27900,0,1800,0,0,0,900
"EM1_C0119",45900,900,0,900,0,0,322200,98100,63900,19800,900,11700,0,87300,900
"EM1_C0120",30600,0,0,0,0,0,490500,70200,38700,6300,4500,0,0,11700,900
"EM1_C0121",0,0,0,0,0,0,623700,8100,14400,0,0,0,0,0,0
"EM1_C0122",9000,19800,0,0,0,0,549000,25200,24300,900,900,0,0,19800,0
"EM1_C0123",41400,32400,0,0,0,0,487800,21600,20700,0,2700,0,0,42300,0
"EM1_C0124",1800,32400,0,0,0,0,187200,372600,5400,11700,14400,1800,0,23400,3600
"EM1_C0125",7200,2700,0,0,0,0,147600,310500,9000,0,900,0,0,169200,3600
"EM1_C0126",0,56700,7200,2700,900,0,288000,9900,0,37800,23400,5400,0,217800,0
"EM1_C0127",56700,15300,11700,1800,0,0,26100,0,8100,0,2700,29700,52200,373500,69300
"EM1_C0128",0,29700,0,0,0,0,521100,27900,21600,17100,0,0,0,34200,0
"EM1_C0129",36900,12600,18000,1800,1800,0,132300,900,9900,0,2700,27900,64800,300600,38700
"EM1_C0130",39600,15300,7200,900,0,0,206100,60300,11700,0,1800,227700,0,76500,5400
"EM1_C0131",25200,45000,25200,3600,0,0,387000,64800,2700,7200,5400,47700,0,30600,5400
"EM1_C0132",15300,18900,0,0,0,0,276300,222300,26100,0,9900,0,0,83700,900
"EM1_C0133",1800,41400,900,0,0,0,461700,71100,29700,4500,0,0,0,37800,0
"EM1_C0134",0,36000,4500,3600,0,0,386100,9900,10800,0,0,65700,90900,42300,0
"EM1_C0135",0,0,0,0,0,0,198000,0,30600,0,0,1800,53100,322200,47700
"EM1_C0136",4500,77400,0,0,0,0,316800,131400,27900,44100,2700,0,0,44100,1800
"EM1_C0137",0,29700,900,0,0,0,381600,151200,16200,26100,39600,0,0,0,0
"EM1_C0138",0,9900,22500,0,0,0,351000,156600,41400,2700,0,0,0,63900,0
"EM1_C0139",23400,12600,4500,900,0,0,236700,144000,13500,900,0,0,0,212400,900
"EM1_C0140",0,35100,0,900,0,0,409500,32400,24300,14400,0,0,0,136800,0
"EM1_C0141",3600,31500,0,0,0,0,525600,30600,19800,9900,0,0,0,27000,1800
"EM1_C0142",6300,47700,0,0,0,0,315900,185400,81900,0,0,0,0,13500,0
"EM1_C0143",40500,42300,1800,0,0,0,324000,13500,4500,5400,5400,93600,0,112500,3600
"EM1_C0144",49500,10800,1800,900,900,0,387900,12600,3600,17100,900,160200,0,7200,0
"EM1_C0145",30600,11700,900,900,1800,0,298800,0,5400,19800,900,279900,0,900,900
"EM1_C0146",32400,0,0,0,0,0,578700,1800,22500,1800,2700,0,0,9000,1800
"EM1_C0147",49500,1800,12600,1800,0,0,115200,306900,23400,0,1800,0,0,126000,14400
"EM1_C0148",0,64800,1800,0,0,4500,340200,10800,6300,1800,0,0,0,224100,0
"EM1_C0149",2700,31500,0,900,0,0,430200,68400,50400,8100,35100,0,0,23400,0
"EM1_C0150",0,29700,12600,3600,900,8100,350100,145800,26100,0,0,0,0,73800,0
"EM1_C0151",0,29700,12600,3600,900,8100,350100,145800,26100,0,0,0,0,73800,0
"EM1_C0152",0,0,0,0,900,0,74700,36000,27000,0,0,100800,1800,405000,900
"EM1_C0153",0,22500,0,0,0,0,411300,193500,9000,10800,0,0,0,1800,0
"EM1_C0154",1800,0,0,0,0,0,473400,115200,5400,0,1800,0,0,49500,900
"EM1_C0155",1800,0,0,0,0,0,473400,115200,5400,0,1800,0,0,49500,900
"EM1_C0156",0,33300,9900,0,0,0,49500,420300,11700,52200,0,0,0,71100,0
"EM1_C0157",900,0,0,0,0,0,411300,195300,6300,22500,0,0,0,16200,900
"EM1_C0158",5400,0,0,0,0,0,108000,304200,16200,0,0,0,0,217800,1800
"EM1_C0159",900,0,0,0,0,0,411300,195300,6300,22500,0,0,0,16200,900
"EM1_C0160",5400,0,0,0,0,0,108000,304200,16200,0,0,0,0,217800,1800
"EM1_C0161",48600,26100,0,0,0,0,294300,103500,36900,9000,0,0,0,133200,0
"EM1_C0162",1800,0,1800,0,0,0,542700,37800,8100,1800,0,0,0,55800,3600
"EM1_C0163",0,12600,0,0,0,0,390600,82800,32400,0,0,0,0,133200,0
"EM1_C0164",0,11700,2700,0,0,0,376200,122400,96300,0,38700,1800,0,900,0
"EM1_C0165",0,2700,16200,2700,0,1800,433800,10800,11700,0,900,0,0,159300,7200
"EM1_C0166",0,2700,16200,2700,0,1800,433800,10800,11700,0,900,0,0,159300,7200
"EM1_C0167",0,0,0,0,0,0,70200,39600,32400,0,0,59400,0,444600,0
"EM1_C0168",0,0,0,0,0,0,69300,39600,31500,0,0,58500,0,451800,0
"EM1_C0169",0,0,0,0,0,0,539100,12600,900,0,0,0,0,97200,1800
"EM1_C0170",0,0,0,0,0,0,539100,12600,900,0,0,0,0,97200,1800
"EM1_C0171",0,11700,2700,0,0,0,377100,118800,99000,0,38700,1800,0,0,0
"EM1_C0172",0,26100,0,0,0,0,460800,63900,74700,0,0,8100,0,15300,0
"EM1_C0173",0,26100,0,0,0,0,460800,63900,74700,0,0,8100,0,15300,0
"EM1_C0174",0,0,0,0,0,0,398700,36900,900,0,0,0,0,207900,1800
"EM1_C0175",0,0,0,0,0,0,398700,36900,900,0,0,0,0,207900,1800
"EM1_C0176",0,7200,1800,0,0,0,385200,119700,95400,0,38700,1800,0,2700,0
"EM1_C0177",0,37800,4500,0,0,0,47700,425700,17100,65700,0,0,0,53100,0
"EM1_C0178",0,37800,4500,0,0,0,47700,425700,17100,65700,0,0,0,53100,0
"EM1_C0179",28800,0,0,0,0,0,522900,44100,37800,4500,3600,0,0,6300,0
"EM1_C0180",27000,0,0,0,0,0,537300,32400,44100,2700,2700,0,0,6300,0
"EM1_C0181",0,0,0,0,0,0,624600,0,23400,0,0,0,0,0,0
"EM1_C0182",0,0,0,0,0,0,624600,0,23400,0,0,0,0,0,0
"EM1_C0183",900,0,1800,0,0,0,550800,31500,6300,1800,0,0,0,54000,3600
"EM1_C0184",34200,0,0,0,0,0,542700,45900,15300,0,900,0,0,14400,1800
"EM1_C0185",5400,34200,0,0,0,0,576900,0,15300,0,0,0,0,16200,0
"EM1_C0186",5400,34200,0,0,0,0,579600,0,15300,0,0,0,0,15300,0
"EM1_C0187",0,11700,2700,0,0,0,377100,118800,99000,0,38700,1800,0,0,0
"EM1_C0188",0,37800,13500,2700,0,0,12600,450900,11700,68400,0,0,0,49500,0
"EM1_C0189",0,37800,13500,2700,0,0,12600,450900,11700,68400,0,0,0,49500,0
"EM1_C0190",900,35100,900,900,0,0,570600,11700,13500,0,0,0,0,13500,900
"EM1_C0191",900,35100,900,900,0,0,570600,11700,13500,0,0,0,0,13500,900
"EM1_C0192",1800,49500,900,0,0,0,367200,90000,38700,0,0,0,0,102600,1800
"EM1_C0193",1800,49500,900,0,0,0,367200,90000,38700,0,0,0,0,102600,1800
"EM1_C0194",0,17100,16200,1800,0,0,64800,23400,22500,0,0,177300,20700,303300,4500
"EM1_C0195",0,17100,16200,1800,0,0,64800,23400,22500,0,0,177300,20700,303300,4500
"EM1_C0196",1800,34200,1800,0,0,9900,398700,30600,37800,0,4500,0,0,122400,10800
"EM1_C0197",1800,34200,1800,0,0,9900,398700,30600,37800,0,4500,0,0,122400,10800
"EM1_C0198",9000,20700,0,0,0,0,565200,12600,23400,0,900,0,0,18900,0
"EM1_C0199",9000,20700,0,0,0,0,565200,12600,22500,0,900,0,0,18900,0
"EM1_C0200",0,7200,1800,0,0,0,379800,119700,96300,0,38700,1800,0,1800,0
"EM1_C0201",5400,36900,0,0,0,0,579600,0,12600,0,0,0,0,17100,0
"EM1_C0202",5400,36900,0,0,0,0,580500,0,12600,0,0,0,0,17100,0
"EM1_C0203",5400,20700,0,0,0,0,179100,360000,5400,5400,4500,0,0,67500,4500
"EM1_C0204",0,34200,0,0,0,0,402300,188100,10800,4500,0,0,0,8100,0
"EM1_C0205",5400,20700,0,0,0,0,179100,360000,5400,5400,4500,0,0,67500,4500
"EM1_C0206",0,11700,2700,0,0,0,377100,118800,99000,0,38700,1800,0,0,0
"EM1_C0207",0,11700,2700,0,0,0,378900,122400,96300,0,38700,1800,0,900,0
"EM1_C0208",0,0,0,0,900,0,74700,36000,27000,0,0,100800,900,406800,900
"EM1_C0209",36900,0,0,0,0,0,576000,1800,21600,1800,2700,0,0,6300,1800
"EM1_C0210",0,28800,8100,0,0,0,416700,90000,82800,0,0,0,0,24300,0
"EM1_C0211",0,28800,8100,0,0,0,416700,90000,82800,0,0,0,0,24300,0
"EM1_C0212",27900,0,0,0,0,0,521100,43200,39600,4500,2700,0,0,11700,0
"EM1_C0213",27900,0,0,0,0,0,521100,43200,39600,4500,2700,0,0,11700,0
"EM1_C0214",0,9900,2700,8100,0,0,177300,311400,24300,26100,0,900,0,87300,0
"EM1_C0215",0,9900,2700,8100,0,0,177300,311400,24300,26100,0,900,0,87300,0
"EM1_C0216",0,37800,13500,2700,0,0,13500,452700,11700,67500,900,0,0,51300,0
"EM1_C0218",28800,0,0,0,0,0,530100,41400,41400,2700,2700,0,0,6300,0
"EM1_C0223",0,36000,7200,900,0,0,462600,9000,16200,24300,0,36000,0,55800,900
"EM1_C0224",0,36000,7200,900,0,0,462600,9000,16200,24300,0,36000,0,55800,900
"EM1_C0226",0,0,0,0,0,0,548100,10800,900,0,0,0,0,90900,900
"EM1_C0227",0,0,0,0,0,0,548100,10800,900,0,0,0,0,90900,900
"EM1_C0231",900,0,0,0,0,0,414000,193500,6300,21600,0,900,0,15300,900
"EM1_C0232",0,36900,9000,1800,0,0,509400,9000,18900,9900,0,22500,0,32400,0
"EM1_C0233",0,36900,9000,1800,0,0,509400,9000,18900,9900,0,22500,0,32400,0
"EM1_C0237",0,33300,8100,0,0,0,54900,420300,11700,51300,0,0,0,72000,0
"EM1_C0238",0,33300,8100,0,0,0,54900,420300,11700,51300,0,0,0,72000,0
"EM1_C0239",0,37800,13500,2700,0,0,13500,452700,11700,67500,900,0,0,51300,0
"EM1_C0244",5400,36000,0,0,0,0,579600,0,14400,0,0,0,0,14400,0
"EM1_C0248",0,21600,0,0,0,0,407700,195300,9000,9900,0,0,0,4500,0
"EM1_C0250",0,38700,4500,0,0,0,41400,429300,17100,66600,0,0,0,52200,0
"EM1_C0253",0,38700,4500,0,0,0,41400,429300,17100,66600,0,0,0,52200,0
"EM1_C0254",29700,0,0,0,0,0,513000,50400,43200,2700,2700,0,0,6300,0
"EM1_C0255",0,34200,0,0,0,0,402300,187200,10800,4500,0,0,0,8100,0
"EM1_C0264",0,0,0,0,0,0,404100,37800,900,0,0,0,0,202500,900
"EM1_C0265",0,0,0,0,0,0,404100,37800,900,0,0,0,0,202500,900
"EM1_C0266",0,0,0,0,900,0,74700,34200,26100,0,0,108900,1800,405900,900
"EM1_C0267",0,0,0,0,900,0,74700,34200,26100,0,0,108900,1800,405900,900
"EM1_C0271",0,2700,15300,2700,0,1800,440100,9900,11700,0,900,0,0,159300,7200
"EM1_C0273",0,2700,15300,2700,0,1800,440100,9900,11700,0,900,0,0,159300,7200
"EM1_C0276",0,0,0,0,0,0,69300,39600,31500,0,0,58500,0,448200,0
"EM1_C0278",0,0,0,0,0,0,69300,39600,31500,0,0,58500,0,448200,0
"EM1_C0279",28800,0,0,0,0,0,532800,39600,36900,4500,3600,0,0,6300,0
"EM1_C0280",0,16200,14400,1800,0,0,63000,23400,22500,0,0,176400,20700,306900,2700
"EM1_C0282",0,16200,14400,1800,0,0,63000,23400,22500,0,0,176400,20700,306900,2700
"EM1_C0287",5400,34200,0,0,0,0,577800,0,15300,0,0,0,0,16200,0
"EM1_C0290",9000,20700,0,0,0,0,566100,12600,22500,0,900,0,0,18000,0
"EM1_C0292",36000,0,0,0,0,0,576000,1800,30600,0,2700,0,0,0,900
"EM1_C0293",36000,0,0,0,0,0,576000,1800,30600,0,2700,0,0,0,900
"EM1_C0294",0,0,0,0,0,0,404100,37800,900,0,0,0,0,202500,900
"EM1_C0295",5400,36900,0,0,0,0,579600,0,14400,0,0,0,0,13500,0
"EM1_C0296",9000,20700,0,0,0,0,564300,12600,23400,0,900,0,0,18900,0
"EM1_C0297",5400,33300,0,0,0,0,577800,0,15300,0,0,0,0,16200,0
"EM1_C0298",0,0,0,0,0,0,544500,12600,900,0,0,0,0,90900,900
"EM1_C0299",0,38700,4500,0,0,0,40500,429300,17100,66600,0,0,0,51300,0
"EM1_C0300",0,33300,9000,0,0,0,52200,421200,11700,52200,0,0,0,71100,0
"EM1_C0301",29700,0,0,0,0,0,513000,50400,43200,2700,2700,0,0,6300,0
"EM1_C0302",7200,0,0,0,0,0,629100,0,17100,0,0,0,0,0,0
"EM1_C0303",7200,0,0,0,0,0,629100,0,17100,0,0,0,0,0,0
"EM1_C0304",41400,27900,0,0,0,0,292500,98100,36900,7200,0,0,0,142200,0
"EM1_C0305",41400,27900,0,0,0,0,292500,98100,36900,7200,0,0,0,142200,0
"EM1_C0306",0,2700,15300,2700,0,1800,439200,10800,11700,0,900,0,0,159300,7200
"EM1_C0307",0,37800,13500,2700,0,0,12600,454500,11700,68400,900,0,0,50400,0
"EM1_C0308",19800,0,0,0,0,0,531000,68400,15300,0,0,0,0,16200,900
"EM1_C0309",19800,0,0,0,0,0,531000,68400,15300,0,0,0,0,16200,900
"EM1_C0310",28800,0,0,0,0,0,532800,39600,36900,4500,3600,0,0,6300,0
"EM1_C0311",28800,0,0,0,0,0,530100,41400,41400,2700,2700,0,0,6300,0
"EM1_C0312",0,17100,17100,1800,0,0,63900,22500,22500,0,0,178200,20700,303300,4500
"EM1_C0313",0,17100,17100,1800,0,0,63900,22500,22500,0,0,178200,20700,303300,4500
"EM1_C0314",0,17100,17100,1800,0,0,63900,22500,22500,0,0,178200,20700,303300,4500
"EM1_C0315",0,0,0,0,0,0,69300,39600,31500,0,0,58500,0,449100,0
"EM1_C0316",0,0,0,0,0,0,69300,39600,31500,0,0,58500,0,449100,0
"EM1_C0317",0,0,0,0,0,0,69300,39600,31500,0,0,58500,0,449100,0
"EM1_C0318",0,0,0,0,900,0,74700,37800,27000,0,0,99000,900,408600,900
"EM1_C0319",0,0,0,0,900,0,74700,37800,27000,0,0,99000,900,408600,900
"EM1_C0320",0,0,0,0,900,0,74700,37800,27000,0,0,99000,900,408600,900
"EM1_C0217",0,17100,15300,1800,0,0,62100,24300,22500,0,0,181800,20700,303300,4500
"EM1_C0219",0,12600,10800,2700,0,0,49500,29700,31500,0,0,216900,0,299700,0
"EM1_C0220",0,12600,10800,2700,0,0,49500,29700,31500,0,0,216900,0,299700,0
"EM1_C0222",0,12600,10800,2700,0,0,49500,29700,31500,0,0,216900,0,299700,0
"EM1_C0225",0,19800,8100,3600,0,5400,97200,252900,135900,38700,5400,63000,0,18900,0
"EM1_C0228",0,18900,23400,5400,900,0,64800,18000,22500,0,0,173700,28800,292500,900
"EM1_C0229",0,18900,23400,5400,900,0,64800,18000,22500,0,0,173700,28800,292500,900
"EM1_C0230",0,18900,23400,5400,900,0,64800,18000,22500,0,0,173700,28800,292500,900
"EM1_C0234",0,17100,15300,1800,0,0,62100,24300,22500,0,0,181800,20700,303300,4500
"EM1_C0235",0,17100,15300,1800,0,0,62100,24300,22500,0,0,181800,20700,303300,4500
"EM1_C0236",0,17100,15300,1800,0,0,62100,24300,22500,0,0,181800,20700,303300,4500
"EM1_C0240",1800,0,0,0,0,0,61200,49500,23400,7200,2700,1800,0,495000,9900
"EM1_C0241",1800,0,0,0,0,0,61200,49500,23400,7200,2700,1800,0,495000,9900
"EM1_C0243",1800,0,0,0,0,0,61200,49500,23400,7200,2700,1800,0,495000,9900
"EM1_C0245",0,0,0,0,0,0,84600,59400,16200,0,0,5400,0,487800,900
"EM1_C0246",0,0,0,0,0,0,84600,59400,16200,0,0,5400,0,487800,900
"EM1_C0247",0,0,0,0,0,0,84600,59400,16200,0,0,5400,0,487800,900
"EM1_C0249",0,0,0,0,0,0,81000,55800,18000,0,0,59400,0,437400,900
"EM1_C0251",0,0,0,0,0,0,81000,55800,18000,0,0,59400,0,437400,900
"EM1_C0252",0,0,0,0,0,0,81000,55800,18000,0,0,59400,0,437400,900
"EM1_C0256",10800,17100,0,0,0,0,103500,55800,7200,9000,2700,1800,0,433800,9900
"EM1_C0257",10800,17100,0,0,0,0,103500,55800,7200,9000,2700,1800,0,433800,9900
"EM1_C0258",10800,17100,0,0,0,0,103500,55800,7200,9000,2700,1800,0,433800,9900
"EM1_C0260",1800,3600,0,0,0,0,78300,53100,18900,1800,2700,900,0,488700,900
"EM1_C0261",1800,3600,0,0,0,0,78300,53100,18900,1800,2700,900,0,488700,900
"EM1_C0262",1800,3600,0,0,0,0,78300,53100,18900,1800,2700,900,0,488700,900
"EM1_C0268",0,0,0,0,0,0,83700,55800,25200,0,0,81900,0,405900,900
"EM1_C0269",0,0,0,0,0,0,83700,55800,25200,0,0,81900,0,405900,900
"EM1_C0270",0,0,0,0,0,0,83700,55800,25200,0,0,81900,0,405900,900
"EM1_C0272",0,0,0,0,0,0,83700,55800,25200,0,0,81900,0,405900,900
